MobileNet F1-Score,MobileNet Accuracy,MobileNetV2 F1-Score,MobileNetV2 Accuracy,MobileNetV3 Large F1-Score,MobileNetV3 Large Accuracy,MobileNetV3 Small F1-Score,MobileNetV3 Small Accuracy
0.9921003666545415,0.9938461538461538,0.955642083186813,0.9592307692307692,0.9803671954939853,0.9835897435897436,0.9917550050749977,0.992051282051282
0.9903843649176753,0.9925641025641025,0.9541165506892275,0.9576923076923077,0.981927832760995,0.9848717948717949,0.9889366025726827,0.9894871794871795
0.9894023565301522,0.9915384615384616,0.954385526772206,0.9582051282051282,0.9727755744813457,0.9774358974358974,0.9919684983408347,0.9923076923076923
0.9798233636333996,0.9838461538461538,0.9501512254672074,0.9543589743589743,0.9834602445607117,0.985897435897436,0.9791520347532167,0.9815384615384616
0.9758736078744502,0.9815384615384616,0.9380281637001003,0.9448717948717948,0.9774952548090048,0.9817948717948718,0.9882833049189491,0.9892307692307692
0.9520916017378521,0.9617948717948718,0.9157125830878016,0.9258974358974359,0.9657734777245897,0.9694871794871794,0.9680084502739499,0.9717948717948718
0.9463165937470676,0.9584615384615385,0.9005897418826838,0.91,0.9426073248671957,0.953076923076923,0.9484158091150485,0.9523076923076923
