MobileNet F1-Score,MobileNet Accuracy,MobileNetV2 F1-Score,MobileNetV2 Accuracy,MobileNetV3 Large F1-Score,MobileNetV3 Large Accuracy,MobileNetV3 Small F1-Score,MobileNetV3 Small Accuracy
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.9996656039684635,0.9997435897435898
1.0,1.0,1.0,1.0,0.9997793738896558,0.9997435897435898,0.9996656039684635,0.9997435897435898
1.0,1.0,0.9995589746814715,0.9994871794871795,0.9997794495817148,0.9997435897435898,0.9993880174307249,0.9994871794871795
0.9943873880234753,0.9956410256410256,0.9788621684950178,0.981025641025641,0.9989463464382972,0.9989743589743589,0.9927796928299625,0.9930769230769231
0.9895093316456879,0.9915384615384616,0.9475708857947707,0.9443589743589743,0.9780732366121442,0.9784615384615385,0.955207697035179,0.9605128205128205
0.9714568006823942,0.9774358974358974,0.9410946554447657,0.9428205128205128,0.9868726398376616,0.9866666666666667,0.9796459484636619,0.98
